No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
2416,2013,6,9,15,12.0,6.0,3.0,56.0,300.0,34.0,17.0,1006.4,16.4,1.1,ENE,1.4,Aotizhongxin,2013-06-09 15:00:00
2417,2013,6,9,16,10.0,10.0,3.0,56.0,300.0,38.0,17.0,1006.4,16.2,0.4,NE,1.2,Aotizhongxin,2013-06-09 16:00:00
2418,2013,6,9,17,13.0,13.0,3.0,51.0,300.0,38.0,17.1,1006.4,16.6,0.4,ENE,0.7,Aotizhongxin,2013-06-09 17:00:00
2419,2013,6,9,18,13.0,13.0,3.0,58.0,300.0,34.0,17.1,1006.7,16.6,0.2,NW,1.0,Aotizhongxin,2013-06-09 18:00:00
2420,2013,6,9,19,15.0,15.0,3.0,68.0,400.0,29.0,16.6,1006.4,16.1,0.0,ENE,0.7,Aotizhongxin,2013-06-09 19:00:00
2421,2013,6,9,20,18.0,18.0,3.0,83.0,500.0,21.0,16.3,1007.5,16.0,0.0,E,0.6,Aotizhongxin,2013-06-09 20:00:00
2422,2013,6,9,21,25.0,25.0,3.0,105.0,600.0,5.0,16.4,1007.5,16.1,0.0,ENE,0.9,Aotizhongxin,2013-06-09 21:00:00
2423,2013,6,9,22,18.0,25.0,3.0,99.0,400.0,7.0,16.3,1007.6,16.0,0.0,NW,0.5,Aotizhongxin,2013-06-09 22:00:00
2424,2013,6,9,23,6.0,9.0,3.0,92.0,500.0,8.0,16.3,1007.4,16.1,0.0,NW,0.6,Aotizhongxin,2013-06-09 23:00:00
2425,2013,6,10,0,22.0,32.0,3.0,83.0,500.0,4.0,16.2,1007.3,16.0,0.0,W,0.9,Aotizhongxin,2013-06-10 00:00:00
2426,2013,6,10,1,22.0,32.0,4.0,75.0,700.0,5.0,16.0,1007.7,15.8,0.0,SSE,0.6,Aotizhongxin,2013-06-10 01:00:00
2427,2013,6,10,2,11.0,19.0,4.0,70.0,600.0,4.0,15.9,1007.8,15.7,0.1,SSE,0.7,Aotizhongxin,2013-06-10 02:00:00
2428,2013,6,10,3,14.0,17.0,5.0,59.0,800.0,5.0,15.9,1007.9,15.9,0.0,N,0.7,Aotizhongxin,2013-06-10 03:00:00
2429,2013,6,10,4,22.0,18.0,4.0,64.0,800.0,5.0,15.8,1008.0,15.8,0.0,E,0.7,Aotizhongxin,2013-06-10 04:00:00
2430,2013,6,10,5,24.0,10.0,4.0,62.0,800.0,5.0,16.1,1008.3,16.1,0.0,ESE,0.5,Aotizhongxin,2013-06-10 05:00:00
2431,2013,6,10,6,25.0,28.0,5.0,55.0,700.0,4.0,16.4,1008.6,16.4,0.0,NE,0.5,Aotizhongxin,2013-06-10 06:00:00
2432,2013,6,10,7,15.0,15.0,6.0,48.0,700.0,4.0,17.1,1009.0,16.9,0.0,W,0.7,Aotizhongxin,2013-06-10 07:00:00
2433,2013,6,10,8,16.0,27.0,6.0,56.0,800.0,6.0,18.4,1009.0,16.9,0.0,ENE,0.9,Aotizhongxin,2013-06-10 08:00:00
2434,2013,6,10,9,23.0,34.0,6.0,72.0,900.0,6.0,21.0,1008.5,15.8,0.0,NNE,0.7,Aotizhongxin,2013-06-10 09:00:00
2435,2013,6,10,10,41.0,34.0,6.0,96.0,800.0,11.0,22.9,1008.0,16.0,0.0,W,1.1,Aotizhongxin,2013-06-10 10:00:00
2436,2013,6,10,11,38.0,38.0,10.0,100.0,600.0,36.0,24.2,1007.4,14.9,0.0,SSE,0.7,Aotizhongxin,2013-06-10 11:00:00
2437,2013,6,10,12,34.0,34.0,11.0,79.0,500.0,72.0,26.2,1006.9,13.7,0.0,W,1.9,Aotizhongxin,2013-06-10 12:00:00
2438,2013,6,10,13,20.0,35.0,8.0,43.0,400.0,88.0,26.6,1006.6,13.3,0.0,ENE,0.5,Aotizhongxin,2013-06-10 13:00:00
2439,2013,6,10,14,11.0,18.0,6.0,41.0,300.0,104.0,26.2,1005.7,8.7,0.0,ESE,0.9,Aotizhongxin,2013-06-10 14:00:00
2440,2013,6,10,15,19.0,18.0,5.0,33.0,200.0,108.0,25.9,1005.3,13.7,0.0,SE,2.0,Aotizhongxin,2013-06-10 15:00:00
2441,2013,6,10,16,16.0,16.0,4.0,40.0,300.0,101.0,24.8,1005.4,10.3,0.0,SSW,1.1,Aotizhongxin,2013-06-10 16:00:00
2442,2013,6,10,17,14.0,15.0,3.0,58.0,300.0,81.0,23.4,1005.4,15.7,0.0,WSW,2.2,Aotizhongxin,2013-06-10 17:00:00
2443,2013,6,10,18,16.0,17.0,4.0,76.0,300.0,81.0,22.7,1005.5,15.8,0.0,SW,1.8,Aotizhongxin,2013-06-10 18:00:00
2444,2013,6,10,19,28.0,120.0,4.0,82.0,300.0,86.0,21.5,1005.7,16.5,0.0,SW,1.2,Aotizhongxin,2013-06-10 19:00:00
2445,2013,6,10,20,26.0,63.0,5.0,74.0,300.0,82.0,21.2,1005.9,16.2,0.0,SSW,1.0,Aotizhongxin,2013-06-10 20:00:00
2446,2013,6,10,21,36.0,77.0,4.0,102.0,400.0,49.0,20.7,1005.8,16.3,0.0,SSW,1.0,Aotizhongxin,2013-06-10 21:00:00
2447,2013,6,10,22,36.0,80.0,3.0,98.0,400.0,43.0,20.2,1005.3,16.2,0.0,SW,1.0,Aotizhongxin,2013-06-10 22:00:00
2448,2013,6,10,23,34.0,77.0,3.0,116.0,500.0,23.0,18.9,1005.3,16.9,0.0,W,0.5,Aotizhongxin,2013-06-10 23:00:00
2449,2013,6,11,0,32.0,74.0,4.0,119.0,500.0,13.0,18.0,1004.6,16.7,0.0,N,0.0,Aotizhongxin,2013-06-11 00:00:00
2450,2013,6,11,1,38.0,95.0,3.0,118.0,500.0,6.0,17.4,1004.4,15.7,0.0,N,0.0,Aotizhongxin,2013-06-11 01:00:00
2451,2013,6,11,2,42.0,90.0,5.0,110.0,500.0,5.0,17.5,1003.9,15.7,0.0,N,0.5,Aotizhongxin,2013-06-11 02:00:00
2452,2013,6,11,3,40.0,65.0,4.0,110.0,500.0,5.0,17.5,1003.8,15.7,0.0,NE,0.6,Aotizhongxin,2013-06-11 03:00:00
2453,2013,6,11,4,41.0,68.0,4.0,101.0,600.0,3.0,17.1,1004.1,15.6,0.0,NE,0.8,Aotizhongxin,2013-06-11 04:00:00
2454,2013,6,11,5,48.0,119.0,3.0,93.0,700.0,2.0,17.5,1004.1,15.5,0.0,NNE,1.3,Aotizhongxin,2013-06-11 05:00:00
2455,2013,6,11,6,68.0,96.0,3.0,90.0,700.0,2.0,18.2,1004.2,15.6,0.0,NNE,1.2,Aotizhongxin,2013-06-11 06:00:00
2456,2013,6,11,7,68.0,96.0,3.0,87.0,600.0,2.0,19.5,1004.3,15.8,0.0,N,1.4,Aotizhongxin,2013-06-11 07:00:00
2457,2013,6,11,8,76.0,92.0,4.0,97.0,700.0,3.0,21.3,1003.7,16.3,0.0,NW,1.2,Aotizhongxin,2013-06-11 08:00:00
2458,2013,6,11,9,70.0,92.0,5.0,70.0,500.0,33.0,24.0,1003.4,15.5,0.0,NE,0.8,Aotizhongxin,2013-06-11 09:00:00
2459,2013,6,11,10,75.0,91.0,14.0,65.0,500.0,70.0,25.1,1003.0,16.3,0.0,E,1.7,Aotizhongxin,2013-06-11 10:00:00
2460,2013,6,11,11,79.0,97.0,13.0,72.0,500.0,92.0,25.3,1002.5,15.9,0.0,SW,2.0,Aotizhongxin,2013-06-11 11:00:00
2461,2013,6,11,12,90.0,93.0,12.0,76.0,500.0,123.0,26.3,1001.8,17.9,0.0,SSW,2.6,Aotizhongxin,2013-06-11 12:00:00
2462,2013,6,11,13,109.0,125.0,13.0,95.0,700.0,144.0,25.6,1001.0,17.0,0.0,SSW,2.5,Aotizhongxin,2013-06-11 13:00:00
2463,2013,6,11,14,139.0,148.0,12.0,85.0,600.0,165.0,23.5,1001.0,17.0,0.0,SSW,2.1,Aotizhongxin,2013-06-11 14:00:00
2464,2013,6,11,15,124.0,149.0,8.0,68.0,500.0,173.0,22.9,1001.4,17.1,0.0,E,1.7,Aotizhongxin,2013-06-11 15:00:00
2465,2013,6,11,16,95.0,119.0,4.0,50.0,400.0,124.0,24.2,1000.3,15.1,0.0,S,4.0,Aotizhongxin,2013-06-11 16:00:00
2466,2013,6,11,17,55.0,61.0,3.0,70.0,400.0,90.0,23.1,1000.3,10.5,0.0,WSW,2.3,Aotizhongxin,2013-06-11 17:00:00
2467,2013,6,11,18,41.0,61.0,4.0,67.0,300.0,84.0,23.0,1001.2,12.0,0.0,NNE,0.2,Aotizhongxin,2013-06-11 18:00:00
2468,2013,6,11,19,21.0,24.0,4.0,94.0,500.0,46.0,21.3,1001.6,11.9,0.0,SE,1.2,Aotizhongxin,2013-06-11 19:00:00
2469,2013,6,11,20,15.0,19.0,3.0,97.0,500.0,58.0,20.8,1003.0,12.7,0.0,ESE,1.8,Aotizhongxin,2013-06-11 20:00:00
2470,2013,6,11,21,47.0,101.0,3.0,134.0,700.0,36.0,19.0,1003.9,15.9,3.8,SW,2.6,Aotizhongxin,2013-06-11 21:00:00
2471,2013,6,11,22,60.0,80.0,3.0,102.0,800.0,57.0,17.4,1004.4,16.8,3.6,SE,0.5,Aotizhongxin,2013-06-11 22:00:00
2472,2013,6,11,23,26.0,80.0,4.0,48.0,400.0,78.0,16.5,1004.2,15.5,0.0,SW,1.3,Aotizhongxin,2013-06-11 23:00:00
2473,2013,6,12,0,19.0,36.0,3.0,72.0,300.0,53.0,16.0,1003.8,14.0,0.0,WSW,1.3,Aotizhongxin,2013-06-12 00:00:00
2474,2013,6,12,1,21.0,29.0,3.0,95.0,400.0,30.0,14.9,1003.4,14.3,0.0,SSE,0.5,Aotizhongxin,2013-06-12 01:00:00
2475,2013,6,12,2,22.0,29.0,3.0,73.0,500.0,39.0,14.4,1003.0,13.8,0.0,S,0.6,Aotizhongxin,2013-06-12 02:00:00
2476,2013,6,12,3,16.0,26.0,3.0,88.0,500.0,27.0,15.0,1002.8,13.9,0.0,SW,1.1,Aotizhongxin,2013-06-12 03:00:00
2477,2013,6,12,4,20.0,21.0,3.0,106.0,500.0,16.0,14.4,1002.8,13.9,0.0,E,0.4,Aotizhongxin,2013-06-12 04:00:00
2478,2013,6,12,5,25.0,40.0,3.0,78.0,700.0,26.0,15.0,1002.9,14.7,0.1,NE,0.7,Aotizhongxin,2013-06-12 05:00:00
2479,2013,6,12,6,57.0,64.0,3.0,93.0,900.0,12.0,16.6,1003.4,14.8,0.0,NNE,1.1,Aotizhongxin,2013-06-12 06:00:00
2480,2013,6,12,7,48.0,59.0,3.0,86.0,900.0,16.0,18.5,1003.6,15.0,0.0,NNE,1.1,Aotizhongxin,2013-06-12 07:00:00
2481,2013,6,12,8,47.0,54.0,6.0,92.0,900.0,24.0,21.2,1003.4,14.8,0.0,W,1.1,Aotizhongxin,2013-06-12 08:00:00
2482,2013,6,12,9,47.0,48.0,17.0,81.0,900.0,51.0,22.9,1003.1,15.0,0.0,SSW,1.7,Aotizhongxin,2013-06-12 09:00:00
2483,2013,6,12,10,44.0,49.0,28.0,40.0,700.0,103.0,23.9,1002.8,14.9,0.0,S,1.4,Aotizhongxin,2013-06-12 10:00:00
2484,2013,6,12,11,52.0,71.0,26.0,37.0,600.0,122.0,24.8,1002.5,15.4,0.0,SSE,1.9,Aotizhongxin,2013-06-12 11:00:00
2485,2013,6,12,12,62.0,81.0,24.0,38.0,700.0,145.0,25.0,1002.1,16.2,0.0,SSW,2.4,Aotizhongxin,2013-06-12 12:00:00
2486,2013,6,12,13,74.0,77.0,22.0,40.0,700.0,159.0,26.4,1001.3,16.0,0.0,S,2.5,Aotizhongxin,2013-06-12 13:00:00
2487,2013,6,12,14,58.0,68.0,23.0,37.0,600.0,176.0,26.5,1000.8,15.8,0.0,S,2.3,Aotizhongxin,2013-06-12 14:00:00
2488,2013,6,12,15,79.0,102.0,28.0,41.0,800.0,187.0,26.8,1000.7,15.5,0.0,S,1.7,Aotizhongxin,2013-06-12 15:00:00
2489,2013,6,12,16,71.0,88.0,31.0,43.0,1399.0,207.0,26.3,1000.6,16.8,0.0,SSW,2.0,Aotizhongxin,2013-06-12 16:00:00
2490,2013,6,12,17,89.0,102.0,28.0,44.0,1300.0,209.0,26.0,1000.5,16.0,0.0,S,0.9,Aotizhongxin,2013-06-12 17:00:00
2491,2013,6,12,18,82.0,95.0,21.0,50.0,1200.0,205.0,25.0,1000.8,16.7,0.0,SSW,1.7,Aotizhongxin,2013-06-12 18:00:00
2492,2013,6,12,19,86.0,90.0,13.0,53.0,1000.0,198.0,24.1,1001.4,16.6,0.0,SSE,1.4,Aotizhongxin,2013-06-12 19:00:00
2493,2013,6,12,20,104.0,120.0,9.0,68.0,1000.0,174.0,22.5,1002.1,17.2,0.0,S,0.4,Aotizhongxin,2013-06-12 20:00:00
2494,2013,6,12,21,99.0,112.0,8.0,118.0,1200.0,129.0,23.0,1002.7,16.1,0.0,SSE,1.7,Aotizhongxin,2013-06-12 21:00:00
2495,2013,6,12,22,110.0,130.0,10.0,105.0,1200.0,114.0,22.0,1002.7,15.6,0.0,SSE,1.6,Aotizhongxin,2013-06-12 22:00:00
2496,2013,6,12,23,111.0,130.0,14.0,80.0,900.0,129.0,21.1,1002.8,15.6,0.0,SSE,2.0,Aotizhongxin,2013-06-12 23:00:00
2497,2013,6,13,0,99.0,81.0,16.0,63.0,600.0,136.0,20.6,1002.9,15.6,0.0,SSE,1.1,Aotizhongxin,2013-06-13 00:00:00
2498,2013,6,13,1,79.0,86.0,13.0,64.0,500.0,112.0,19.2,1002.5,16.1,0.0,ENE,0.6,Aotizhongxin,2013-06-13 01:00:00
2499,2013,6,13,2,82.0,94.0,9.0,74.0,600.0,87.0,18.7,1002.5,15.6,0.0,NE,1.0,Aotizhongxin,2013-06-13 02:00:00
2500,2013,6,13,3,89.0,92.0,9.0,88.0,700.0,59.0,17.7,1002.8,15.5,0.0,N,0.6,Aotizhongxin,2013-06-13 03:00:00
2501,2013,6,13,4,92.0,98.0,9.0,110.0,800.0,35.0,17.2,1003.1,15.5,0.0,N,0.5,Aotizhongxin,2013-06-13 04:00:00
2502,2013,6,13,5,111.0,99.0,11.0,110.0,1000.0,28.0,17.6,1003.6,16.1,0.0,NE,1.2,Aotizhongxin,2013-06-13 05:00:00
2503,2013,6,13,6,90.0,112.0,14.0,94.0,1100.0,39.0,19.8,1004.1,16.1,0.0,NE,2.0,Aotizhongxin,2013-06-13 06:00:00
2504,2013,6,13,7,117.0,126.0,23.0,94.0,1399.0,44.0,21.5,1004.2,15.6,0.0,NE,2.1,Aotizhongxin,2013-06-13 07:00:00
2505,2013,6,13,8,118.0,137.0,44.0,90.0,1700.0,56.0,23.0,1004.0,15.8,0.0,ESE,1.4,Aotizhongxin,2013-06-13 08:00:00
2506,2013,6,13,9,125.0,149.0,57.0,93.0,1700.0,64.0,24.4,1003.9,15.6,0.0,NE,1.2,Aotizhongxin,2013-06-13 09:00:00
2507,2013,6,13,10,127.0,148.0,63.0,89.0,1700.0,81.0,25.5,1004.2,16.6,0.0,NW,1.3,Aotizhongxin,2013-06-13 10:00:00
2508,2013,6,13,11,130.0,148.0,74.0,81.0,1800.0,107.0,27.1,1003.6,17.6,0.0,S,1.7,Aotizhongxin,2013-06-13 11:00:00
2509,2013,6,13,12,140.0,182.0,68.0,76.0,1899.0,138.0,28.0,1003.2,17.5,0.0,SW,2.2,Aotizhongxin,2013-06-13 12:00:00
2510,2013,6,13,13,160.0,202.0,69.0,93.0,2299.0,160.0,29.4,1002.8,18.2,0.0,S,2.0,Aotizhongxin,2013-06-13 13:00:00
2511,2013,6,13,14,162.0,200.0,62.0,72.0,1899.0,236.0,29.7,1002.1,17.5,0.0,SW,4.0,Aotizhongxin,2013-06-13 14:00:00
2512,2013,6,13,15,158.0,184.0,48.0,60.0,1600.0,272.0,29.5,1002.0,18.0,0.0,SSW,2.4,Aotizhongxin,2013-06-13 15:00:00
2513,2013,6,13,16,118.0,184.0,41.0,50.0,1100.0,259.0,29.5,1001.1,16.7,0.0,SW,2.4,Aotizhongxin,2013-06-13 16:00:00
2514,2013,6,13,17,80.0,81.0,30.0,43.0,800.0,232.0,29.1,1000.7,17.0,0.0,SSW,1.9,Aotizhongxin,2013-06-13 17:00:00
2515,2013,6,13,18,88.0,151.0,23.0,53.0,800.0,231.0,28.1,1001.1,17.9,0.0,SW,0.8,Aotizhongxin,2013-06-13 18:00:00
2516,2013,6,13,19,101.0,140.0,22.0,62.0,800.0,223.0,25.7,1001.5,17.9,0.0,SSW,0.6,Aotizhongxin,2013-06-13 19:00:00
2517,2013,6,13,20,112.0,173.0,16.0,89.0,1000.0,171.0,23.7,1002.2,19.0,0.0,SSW,0.7,Aotizhongxin,2013-06-13 20:00:00
2518,2013,6,13,21,127.0,178.0,11.0,192.0,1399.0,85.0,22.6,1002.6,19.4,0.0,W,0.8,Aotizhongxin,2013-06-13 21:00:00
2519,2013,6,13,22,110.0,178.0,19.0,104.0,900.0,135.0,23.7,1002.8,13.8,0.0,SSW,1.3,Aotizhongxin,2013-06-13 22:00:00
2520,2013,6,13,23,90.0,122.0,24.0,86.0,700.0,121.0,24.0,1002.6,12.9,0.0,S,1.1,Aotizhongxin,2013-06-13 23:00:00
2521,2013,6,14,0,86.0,169.0,21.0,90.0,700.0,105.0,24.4,1002.3,11.7,0.0,S,1.4,Aotizhongxin,2013-06-14 00:00:00
2522,2013,6,14,1,79.0,119.0,22.0,86.0,600.0,103.0,24.5,1002.1,11.4,0.0,SSW,1.7,Aotizhongxin,2013-06-14 01:00:00
2523,2013,6,14,2,75.0,116.0,25.0,78.0,600.0,101.0,23.4,1002.5,10.8,0.0,SSW,1.2,Aotizhongxin,2013-06-14 02:00:00
2524,2013,6,14,3,70.0,122.0,27.0,82.0,600.0,86.0,22.0,1002.5,12.0,0.0,SSW,1.2,Aotizhongxin,2013-06-14 03:00:00
2525,2013,6,14,4,75.0,130.0,33.0,78.0,500.0,91.0,22.6,1003.1,11.9,0.0,WSW,1.7,Aotizhongxin,2013-06-14 04:00:00
2526,2013,6,14,5,82.0,142.0,38.0,73.0,600.0,94.0,21.9,1003.5,13.0,0.0,SSW,2.0,Aotizhongxin,2013-06-14 05:00:00
2527,2013,6,14,6,88.0,148.0,43.0,86.0,600.0,80.0,22.1,1003.9,15.2,0.0,WNW,1.1,Aotizhongxin,2013-06-14 06:00:00
2528,2013,6,14,7,92.0,182.0,47.0,92.0,700.0,75.0,23.8,1004.1,14.2,0.0,WSW,1.7,Aotizhongxin,2013-06-14 07:00:00
2529,2013,6,14,8,100.0,103.0,47.0,104.0,800.0,70.0,24.7,1004.3,14.2,0.0,SW,2.8,Aotizhongxin,2013-06-14 08:00:00
2530,2013,6,14,9,106.0,207.0,52.0,96.0,800.0,87.0,26.3,1003.9,15.4,0.0,S,1.3,Aotizhongxin,2013-06-14 09:00:00
2531,2013,6,14,10,126.0,194.0,49.0,90.0,900.0,116.0,27.7,1003.7,16.0,0.0,SW,2.3,Aotizhongxin,2013-06-14 10:00:00
2532,2013,6,14,11,138.0,205.0,49.0,80.0,900.0,160.0,28.8,1003.1,16.4,0.0,SSW,1.9,Aotizhongxin,2013-06-14 11:00:00
2533,2013,6,14,12,153.0,189.0,57.0,64.0,1000.0,223.0,29.5,1002.7,16.7,0.0,S,2.6,Aotizhongxin,2013-06-14 12:00:00
2534,2013,6,14,13,139.0,188.0,52.0,55.0,900.0,251.0,30.0,1002.2,14.5,0.0,SW,4.4,Aotizhongxin,2013-06-14 13:00:00
2535,2013,6,14,14,123.0,156.0,42.0,48.0,800.0,264.0,30.2,1001.6,13.9,0.0,SSW,3.4,Aotizhongxin,2013-06-14 14:00:00
2536,2013,6,14,15,104.0,128.0,31.0,45.0,700.0,255.0,30.3,1001.0,15.2,0.0,SW,3.0,Aotizhongxin,2013-06-14 15:00:00
2537,2013,6,14,16,122.0,190.0,26.0,48.0,700.0,262.0,30.2,1000.0,15.9,0.0,SSW,2.2,Aotizhongxin,2013-06-14 16:00:00
2538,2013,6,14,17,137.0,190.0,30.0,48.0,700.0,263.0,29.9,1000.3,14.8,0.0,SW,3.0,Aotizhongxin,2013-06-14 17:00:00
2539,2013,6,14,18,139.0,179.0,28.0,56.0,900.0,248.0,28.7,1000.8,15.2,0.0,SSW,1.6,Aotizhongxin,2013-06-14 18:00:00
2540,2013,6,14,19,129.0,160.0,18.0,84.0,900.0,207.0,27.8,1001.4,15.5,0.0,SW,1.3,Aotizhongxin,2013-06-14 19:00:00
2541,2013,6,14,20,126.0,141.0,13.0,91.0,900.0,179.0,26.1,1001.9,15.5,0.0,S,1.6,Aotizhongxin,2013-06-14 20:00:00
2542,2013,6,14,21,128.0,214.0,10.0,110.0,1100.0,139.0,25.7,1002.5,14.8,0.0,SSW,1.4,Aotizhongxin,2013-06-14 21:00:00
2543,2013,6,14,22,112.0,124.0,22.0,89.0,1300.0,154.0,24.5,1002.7,14.0,0.0,SSW,1.6,Aotizhongxin,2013-06-14 22:00:00
2544,2013,6,14,23,110.0,150.0,31.0,122.0,1100.0,103.0,23.7,1002.0,14.7,0.0,SSW,0.8,Aotizhongxin,2013-06-14 23:00:00
2545,2013,6,15,0,90.0,99.0,38.0,118.0,1200.0,76.0,22.5,1002.0,15.6,0.0,ESE,0.0,Aotizhongxin,2013-06-15 00:00:00
2546,2013,6,15,1,73.0,119.0,41.0,96.0,1399.0,67.0,21.2,1002.1,15.1,0.0,E,0.5,Aotizhongxin,2013-06-15 01:00:00
2547,2013,6,15,2,75.0,126.0,39.0,79.0,1300.0,66.0,20.8,1001.8,14.7,0.0,NNE,1.1,Aotizhongxin,2013-06-15 02:00:00
2548,2013,6,15,3,92.0,171.0,31.0,143.0,1200.0,2.0,20.5,1002.3,14.6,0.0,NE,1.1,Aotizhongxin,2013-06-15 03:00:00
2549,2013,6,15,4,76.0,121.0,26.0,111.0,900.0,9.0,19.7,1002.8,14.7,0.0,NE,1.1,Aotizhongxin,2013-06-15 04:00:00
2550,2013,6,15,5,63.0,103.0,22.0,105.0,800.0,8.0,19.3,1003.1,15.4,0.0,NNW,0.6,Aotizhongxin,2013-06-15 05:00:00
2551,2013,6,15,6,62.0,109.0,19.0,99.0,700.0,8.0,21.2,1003.4,14.8,0.0,NNE,1.3,Aotizhongxin,2013-06-15 06:00:00
2552,2013,6,15,7,71.0,140.0,19.0,96.0,800.0,9.0,22.7,1003.6,15.0,0.0,N,2.1,Aotizhongxin,2013-06-15 07:00:00
2553,2013,6,15,8,79.0,132.0,28.0,96.0,1000.0,14.0,23.9,1003.3,15.4,0.0,NNE,1.2,Aotizhongxin,2013-06-15 08:00:00
2554,2013,6,15,9,86.0,147.0,30.0,98.0,1000.0,21.0,25.3,1003.1,15.9,0.0,NE,1.3,Aotizhongxin,2013-06-15 09:00:00
2555,2013,6,15,10,106.0,145.0,27.0,84.0,1300.0,47.0,26.1,1003.1,16.6,0.0,ENE,1.6,Aotizhongxin,2013-06-15 10:00:00
2556,2013,6,15,11,124.0,204.0,26.0,73.0,1600.0,67.0,26.4,1002.7,17.2,0.0,WSW,1.0,Aotizhongxin,2013-06-15 11:00:00
2557,2013,6,15,12,144.0,216.0,28.0,76.0,1800.0,87.0,27.8,1001.5,17.0,0.0,W,1.5,Aotizhongxin,2013-06-15 12:00:00
2558,2013,6,15,13,154.0,209.0,45.0,97.0,1866.6666666666667,94.0,29.3,1001.0,16.8,0.0,WSW,1.1,Aotizhongxin,2013-06-15 13:00:00
2559,2013,6,15,14,163.0,228.0,51.0,111.0,1933.3333333333333,162.0,30.4,1000.5,16.8,0.0,WSW,1.9,Aotizhongxin,2013-06-15 14:00:00
2560,2013,6,15,15,167.0,235.0,107.0,110.0,2000.0,204.0,30.9,999.6,18.3,0.0,SSW,0.9,Aotizhongxin,2013-06-15 15:00:00
2561,2013,6,15,16,172.0,226.0,52.0,111.0,1600.0,204.0,30.8,999.2,17.8,0.0,SSW,2.0,Aotizhongxin,2013-06-15 16:00:00
2562,2013,6,15,17,154.0,215.0,39.0,114.0,1100.0,224.0,30.1,999.7,17.2,0.0,SW,2.2,Aotizhongxin,2013-06-15 17:00:00
2563,2013,6,15,18,158.0,224.0,37.0,117.0,1100.0,233.0,28.2,999.9,18.9,0.0,SSE,0.2,Aotizhongxin,2013-06-15 18:00:00
2564,2013,6,15,19,169.0,238.0,29.0,130.0,1200.0,205.0,26.0,1000.2,18.7,0.0,ESE,0.4,Aotizhongxin,2013-06-15 19:00:00
2565,2013,6,15,20,187.0,299.0,26.0,153.0,1500.0,184.0,27.1,1000.5,19.4,0.0,SSE,1.1,Aotizhongxin,2013-06-15 20:00:00
2566,2013,6,15,21,226.0,297.0,32.0,113.0,1899.0,173.0,27.3,1000.5,18.3,0.0,SSE,0.7,Aotizhongxin,2013-06-15 21:00:00
2567,2013,6,15,22,188.0,298.0,49.0,150.0,1700.0,121.0,26.6,1000.6,16.8,0.0,SSW,1.2,Aotizhongxin,2013-06-15 22:00:00
2568,2013,6,15,23,159.0,181.0,67.0,136.0,1399.0,116.0,25.5,1000.2,17.7,0.0,SE,0.5,Aotizhongxin,2013-06-15 23:00:00
2569,2013,6,16,0,155.0,183.0,71.0,127.0,1200.0,101.0,24.8,999.9,17.8,0.0,ENE,0.0,Aotizhongxin,2013-06-16 00:00:00
2570,2013,6,16,1,146.0,146.0,48.0,108.0,1000.0,97.0,23.5,999.8,17.0,0.0,NE,1.3,Aotizhongxin,2013-06-16 01:00:00
2571,2013,6,16,2,132.0,146.0,49.0,91.0,1000.0,88.0,22.8,999.5,17.0,0.0,NNE,0.7,Aotizhongxin,2013-06-16 02:00:00
2572,2013,6,16,3,129.0,136.0,34.0,70.0,900.0,67.5,22.8,999.5,17.5,0.0,NNE,0.7,Aotizhongxin,2013-06-16 03:00:00
2573,2013,6,16,4,118.0,139.0,29.0,70.0,800.0,47.0,22.4,999.3,17.1,0.0,NNE,1.1,Aotizhongxin,2013-06-16 04:00:00
2574,2013,6,16,5,122.0,159.0,32.0,81.0,900.0,62.0,22.7,999.4,17.2,0.0,NE,1.5,Aotizhongxin,2013-06-16 05:00:00
2575,2013,6,16,6,136.0,187.0,33.0,75.0,900.0,62.0,22.9,999.0,18.0,0.0,NE,1.0,Aotizhongxin,2013-06-16 06:00:00
2576,2013,6,16,7,147.0,189.0,32.0,80.0,1100.0,54.0,23.4,999.1,18.5,0.0,NNE,0.8,Aotizhongxin,2013-06-16 07:00:00
2577,2013,6,16,8,165.0,197.0,38.0,86.0,1300.0,43.0,23.4,998.7,18.9,0.0,NNE,0.7,Aotizhongxin,2013-06-16 08:00:00
2578,2013,6,16,9,168.0,216.0,49.0,90.0,1700.0,30.0,23.2,998.5,18.9,0.0,NNE,1.6,Aotizhongxin,2013-06-16 09:00:00
2579,2013,6,16,10,174.0,204.0,53.0,99.0,1899.0,20.0,22.9,998.3,19.1,0.0,N,2.1,Aotizhongxin,2013-06-16 10:00:00
2580,2013,6,16,11,193.0,246.0,55.0,106.0,2600.0,17.0,22.1,997.9,19.5,0.1,N,1.8,Aotizhongxin,2013-06-16 11:00:00
2581,2013,6,16,12,198.0,333.0,50.0,112.0,2500.0,9.0,21.1,997.7,19.2,0.2,ENE,1.5,Aotizhongxin,2013-06-16 12:00:00
2582,2013,6,16,13,201.0,228.0,39.0,118.0,2899.0,2.0,21.3,996.8,19.8,0.1,NE,1.2,Aotizhongxin,2013-06-16 13:00:00
2583,2013,6,16,14,200.0,228.0,23.0,108.0,2500.0,7.0,21.5,996.7,19.4,0.0,NNE,1.8,Aotizhongxin,2013-06-16 14:00:00
